name,path,has_oms,has_carbon,has_hydrogen,has_atomic_overlaps,has_overcoordinated_c,has_metal,density
APAYIB_clean,/home/kevin/mof_core2/APAYIB_clean.cif,True,True,True,False,False,True,1.1094001095104087
HACREL_clean,/home/kevin/mof_core2/HACREL_clean.cif,False,True,True,True,True,True,1.113306833086926
TAJVAE_clean,/home/kevin/mof_core2/TAJVAE_clean.cif,False,True,True,False,True,True,1.3617410453416536
UMUBOV_clean,/home/kevin/mof_core2/UMUBOV_clean.cif,True,True,True,False,False,True,0.5814973038079793
QUGNOV_clean,/home/kevin/mof_core2/QUGNOV_clean.cif,False,True,True,False,False,True,1.8667759355228022
TOFTIT_clean,/home/kevin/mof_core2/TOFTIT_clean.cif,True,True,True,False,False,True,0.5983978981391073
TURBUE_clean,/home/kevin/mof_core2/TURBUE_clean.cif,True,False,False,True,True,True,3.0986558228158247
c6cc03787a_c6cc03787a2_clean,/home/kevin/mof_core2/c6cc03787a_c6cc03787a2_clean.cif,False,True,True,False,False,True,0.6873772696253265
EVAKIV_clean,/home/kevin/mof_core2/EVAKIV_clean.cif,True,True,True,False,False,True,0.7302213434450247
cg8013317_si_003_clean,/home/kevin/mof_core2/cg8013317_si_003_clean.cif,True,True,True,False,False,True,0.919483497364313
ENANIS_clean,/home/kevin/mof_core2/ENANIS_clean.cif,False,True,True,False,False,True,1.3373341348582646
XAVQIU01_clean,/home/kevin/mof_core2/XAVQIU01_clean.cif,True,True,True,False,False,True,1.1683563050697359
FANDEG_clean,/home/kevin/mof_core2/FANDEG_clean.cif,True,True,True,False,False,True,1.05215795483862
UNIMAG_clean,/home/kevin/mof_core2/UNIMAG_clean.cif,True,True,True,False,True,True,1.2735941325543898
EBETOW_clean,/home/kevin/mof_core2/EBETOW_clean.cif,True,True,True,False,False,True,1.039639347453393
YOFLUB_clean,/home/kevin/mof_core2/YOFLUB_clean.cif,True,True,True,False,False,True,0.41912280813560626
GOWHOR_clean,/home/kevin/mof_core2/GOWHOR_clean.cif,False,True,True,False,False,True,1.1711940161405714
VURNED01_clean,/home/kevin/mof_core2/VURNED01_clean.cif,True,True,True,False,False,True,0.9879460233840606
CUFQUR_clean,/home/kevin/mof_core2/CUFQUR_clean.cif,True,True,True,True,False,True,2.055384784792896
KEJXUU_clean,/home/kevin/mof_core2/KEJXUU_clean.cif,True,True,True,False,False,True,1.896442539983445
PICTIG_clean,/home/kevin/mof_core2/PICTIG_clean.cif,True,True,True,False,False,True,0.9568786717965898
WAXJAJ01_clean,/home/kevin/mof_core2/WAXJAJ01_clean.cif,True,False,False,False,False,True,1.4527239183245477
BIBMEG_clean,/home/kevin/mof_core2/BIBMEG_clean.cif,True,True,True,True,False,True,1.7703046398951152
MEGBEH_manual,/home/kevin/mof_core2/MEGBEH_manual.cif,True,True,True,False,False,True,0.9948671890369819
KAJZIH_clean,/home/kevin/mof_core2/KAJZIH_clean.cif,True,True,True,False,False,True,1.7396402470599084
EDATOT_clean,/home/kevin/mof_core2/EDATOT_clean.cif,False,False,False,False,False,True,0.6680337072112403
XUPSAE_clean,/home/kevin/mof_core2/XUPSAE_clean.cif,False,True,True,False,False,True,1.0669923448990408
OPURIB_clean,/home/kevin/mof_core2/OPURIB_clean.cif,True,True,True,False,False,True,1.9105487320098449
CEZFIY_clean,/home/kevin/mof_core2/CEZFIY_clean.cif,True,True,True,False,False,True,1.1899418134647188
MOLLII_clean,/home/kevin/mof_core2/MOLLII_clean.cif,True,False,False,False,False,True,2.1640991385862947
SAJLEX_clean,/home/kevin/mof_core2/SAJLEX_clean.cif,False,True,True,False,False,True,1.6115491674841678
XUDNUH_clean,/home/kevin/mof_core2/XUDNUH_clean.cif,True,True,True,False,False,True,0.49264743313257886
ECIWIW_clean,/home/kevin/mof_core2/ECIWIW_clean.cif,True,True,True,False,False,True,1.3241016194766133
KEGZOL04_clean,/home/kevin/mof_core2/KEGZOL04_clean.cif,False,False,False,False,False,True,0.9847342611370253
JIVFUQ_clean,/home/kevin/mof_core2/JIVFUQ_clean.cif,True,True,True,False,False,True,1.14560794628846
SUXGUP_clean,/home/kevin/mof_core2/SUXGUP_clean.cif,True,True,True,True,True,True,2.4722323705637934
VOCKUT_clean,/home/kevin/mof_core2/VOCKUT_clean.cif,False,True,True,False,False,True,1.4177469213775642
AZIVAI_clean,/home/kevin/mof_core2/AZIVAI_clean.cif,True,True,True,False,False,True,0.6824036265617053
ZEHCAQ02_clean,/home/kevin/mof_core2/ZEHCAQ02_clean.cif,True,False,False,False,False,True,2.029971625611782
NIWZIE15_clean,/home/kevin/mof_core2/NIWZIE15_clean.cif,False,True,True,False,False,True,1.4072374334660458
UQOGAK_clean,/home/kevin/mof_core2/UQOGAK_clean.cif,False,True,True,False,False,True,1.155095669638308
PIYZAZ_clean,/home/kevin/mof_core2/PIYZAZ_clean.cif,False,False,False,False,False,True,1.0354773290242847
ZEZPAX_clean,/home/kevin/mof_core2/ZEZPAX_clean.cif,False,True,True,False,False,True,1.3703091659925462
COXQUB_clean,/home/kevin/mof_core2/COXQUB_clean.cif,True,True,True,False,False,True,1.7243737131017876
TIDLID_clean,/home/kevin/mof_core2/TIDLID_clean.cif,False,True,True,False,False,True,1.3137678363585625
COKQIE_clean,/home/kevin/mof_core2/COKQIE_clean.cif,False,True,True,False,False,True,1.1277816104101583
KEGZOL_clean,/home/kevin/mof_core2/KEGZOL_clean.cif,False,False,False,False,False,True,0.9892963946656865
PUGHAC_clean,/home/kevin/mof_core2/PUGHAC_clean.cif,True,True,True,False,False,True,1.2441144916566413
YAQZUN_clean,/home/kevin/mof_core2/YAQZUN_clean.cif,True,True,True,False,False,True,2.9624766583620428
AFOVEX_clean,/home/kevin/mof_core2/AFOVEX_clean.cif,False,True,True,False,False,True,1.0220531752794262
ZIWLUO_clean,/home/kevin/mof_core2/ZIWLUO_clean.cif,True,True,True,False,False,True,1.0947155941123188
VONRUN_clean,/home/kevin/mof_core2/VONRUN_clean.cif,False,True,True,True,False,True,1.9817559935543407
KIFKEQ_clean,/home/kevin/mof_core2/KIFKEQ_clean.cif,True,True,True,False,False,True,0.9332820916839772
HIBGIJ_clean,/home/kevin/mof_core2/HIBGIJ_clean.cif,False,True,True,False,False,True,1.6593795741599844
BIWYAH10_clean,/home/kevin/mof_core2/BIWYAH10_clean.cif,True,False,False,False,False,True,0.7222899626322113
XUDPIX_clean,/home/kevin/mof_core2/XUDPIX_clean.cif,True,True,True,False,False,True,0.5588827293994297
FIJDUY_clean,/home/kevin/mof_core2/FIJDUY_clean.cif,True,True,True,False,False,True,1.4525028599340633
HAKTAR_clean,/home/kevin/mof_core2/HAKTAR_clean.cif,True,True,True,False,False,True,1.261839544878185
GULWAM_clean,/home/kevin/mof_core2/GULWAM_clean.cif,False,True,True,False,False,True,0.7568581393336506
LUMYEZ_clean,/home/kevin/mof_core2/LUMYEZ_clean.cif,True,True,True,False,False,True,1.304274971190323
IYAJUP_clean,/home/kevin/mof_core2/IYAJUP_clean.cif,False,True,True,False,False,True,1.2091376751387723
DEKHUX_clean,/home/kevin/mof_core2/DEKHUX_clean.cif,False,True,True,False,False,True,1.051988571664114
ECUTON_clean,/home/kevin/mof_core2/ECUTON_clean.cif,True,True,True,False,False,True,1.4678419137423064
ja500618z_si_006_clean,/home/kevin/mof_core2/ja500618z_si_006_clean.cif,False,True,True,False,False,True,1.3590793179469611
DEFKUU_clean,/home/kevin/mof_core2/DEFKUU_clean.cif,True,True,True,False,False,True,1.7111592387903518
MEJQID_clean,/home/kevin/mof_core2/MEJQID_clean.cif,True,True,True,False,False,True,1.2176202675726604
FIVYUF_clean,/home/kevin/mof_core2/FIVYUF_clean.cif,True,True,True,False,False,True,1.4164650583798155
YIWLEV_clean,/home/kevin/mof_core2/YIWLEV_clean.cif,False,False,False,False,False,True,1.2225860784941638
ORAQUU_clean,/home/kevin/mof_core2/ORAQUU_clean.cif,True,True,True,False,True,True,0.8583279367111863
jacs.6b04608_ja6b04608_si_003_clean,/home/kevin/mof_core2/jacs.6b04608_ja6b04608_si_003_clean.cif,False,True,True,False,False,True,0.47214858845780794
YUBQET_clean,/home/kevin/mof_core2/YUBQET_clean.cif,False,True,True,False,False,True,1.0875596477054534
LADWAR_clean,/home/kevin/mof_core2/LADWAR_clean.cif,True,True,True,False,False,True,1.7315574059082595
XEFKOI_clean,/home/kevin/mof_core2/XEFKOI_clean.cif,True,True,True,False,False,True,1.2013761296095924
FALVUL_clean,/home/kevin/mof_core2/FALVUL_clean.cif,True,True,True,False,False,True,1.5969917078805151
IBUBAL_clean,/home/kevin/mof_core2/IBUBAL_clean.cif,True,True,True,False,False,True,1.3765929854977397
SENWEP_clean,/home/kevin/mof_core2/SENWEP_clean.cif,True,True,True,True,False,True,1.239662670579717
EMUBIZ_clean,/home/kevin/mof_core2/EMUBIZ_clean.cif,True,True,True,False,False,True,1.3722895444748417
QUKQAQ_clean,/home/kevin/mof_core2/QUKQAQ_clean.cif,False,True,True,False,False,True,1.8986060178393611
ja302110d_si_001_clean,/home/kevin/mof_core2/ja302110d_si_001_clean.cif,True,True,True,False,False,True,0.8646237242604317
TAKHEV_clean,/home/kevin/mof_core2/TAKHEV_clean.cif,True,True,True,False,False,True,1.572937697392897
HAZGOF01_clean_h,/home/kevin/mof_core2/HAZGOF01_clean_h.cif,False,True,True,False,False,True,1.2387785281391521
ALEJAE_clean,/home/kevin/mof_core2/ALEJAE_clean.cif,False,True,True,False,False,True,0.2746721458036437
DABGIZ_clean,/home/kevin/mof_core2/DABGIZ_clean.cif,True,True,True,False,False,True,2.125195639601509
ZIMLAK_clean,/home/kevin/mof_core2/ZIMLAK_clean.cif,False,True,True,False,False,True,1.1560376803806727
BOPWIO_clean,/home/kevin/mof_core2/BOPWIO_clean.cif,False,True,True,False,False,True,1.970434608472919
UMOYOM08_clean,/home/kevin/mof_core2/UMOYOM08_clean.cif,True,True,True,False,False,True,0.5476508887841806
WAPXUI_clean,/home/kevin/mof_core2/WAPXUI_clean.cif,True,True,True,False,False,True,0.7942912914211658
KIJPUQ_clean,/home/kevin/mof_core2/KIJPUQ_clean.cif,False,True,True,False,False,True,1.042245115988178
DANROC_clean,/home/kevin/mof_core2/DANROC_clean.cif,True,True,True,False,False,True,1.1850254166220844
NOFQAB_clean,/home/kevin/mof_core2/NOFQAB_clean.cif,True,False,False,False,False,True,0.9475685249154957
ZOTKAW_clean,/home/kevin/mof_core2/ZOTKAW_clean.cif,False,True,True,False,False,True,1.4338101917229527
ZAFXAI_clean,/home/kevin/mof_core2/ZAFXAI_clean.cif,False,True,True,False,False,True,1.4037197836926856
ZEZPEB_clean,/home/kevin/mof_core2/ZEZPEB_clean.cif,False,True,True,False,False,True,1.351660931246897
ALULID_clean,/home/kevin/mof_core2/ALULID_clean.cif,True,True,True,False,False,True,0.9295425033055076
CAZGOZ_clean,/home/kevin/mof_core2/CAZGOZ_clean.cif,False,True,True,False,False,True,0.905343411757931
SANHOH_clean,/home/kevin/mof_core2/SANHOH_clean.cif,True,True,True,False,False,True,1.5372381771774586
UJECUI_clean,/home/kevin/mof_core2/UJECUI_clean.cif,False,True,True,False,False,True,1.6248832649712361
SROXAL01_clean,/home/kevin/mof_core2/SROXAL01_clean.cif,True,True,True,False,False,True,2.1196677637125463
BOQYUD_clean,/home/kevin/mof_core2/BOQYUD_clean.cif,True,True,True,False,False,True,2.930413170502098
IZENUY_clean,/home/kevin/mof_core2/IZENUY_clean.cif,False,True,True,False,False,True,0.9076199692060699
OKOROW_clean,/home/kevin/mof_core2/OKOROW_clean.cif,True,True,True,False,False,True,0.7893128664062934
GOJDOZ_clean,/home/kevin/mof_core2/GOJDOZ_clean.cif,True,True,True,False,False,True,2.78877959174591
QIYDAF_clean,/home/kevin/mof_core2/QIYDAF_clean.cif,True,True,True,False,False,True,0.40314614293834733
YOQYEK_clean,/home/kevin/mof_core2/YOQYEK_clean.cif,True,True,True,False,False,True,1.5177549142835645
WUYWUK_clean,/home/kevin/mof_core2/WUYWUK_clean.cif,False,True,True,False,False,True,0.7434038445748835
ABEXEN_clean,/home/kevin/mof_core2/ABEXEN_clean.cif,False,True,True,False,False,True,0.6743655896503704
TUQWIL_clean,/home/kevin/mof_core2/TUQWIL_clean.cif,True,False,False,False,False,True,1.4207738251994881
ZIKJOU_clean,/home/kevin/mof_core2/ZIKJOU_clean.cif,True,True,True,False,False,True,0.969796244112694
ic501898x_si_005_clean,/home/kevin/mof_core2/ic501898x_si_005_clean.cif,False,True,True,False,False,True,1.3860001150893175
YEBKUM_clean,/home/kevin/mof_core2/YEBKUM_clean.cif,False,False,False,False,False,True,2.0286117841369844
XIHSEN_clean,/home/kevin/mof_core2/XIHSEN_clean.cif,True,True,True,False,False,True,1.0909152671550992
IZOTUM_clean,/home/kevin/mof_core2/IZOTUM_clean.cif,True,True,True,False,False,True,1.5383984752122648
WUTCET_clean,/home/kevin/mof_core2/WUTCET_clean.cif,False,True,True,True,False,True,1.1198318712648465
VAZTUM_clean,/home/kevin/mof_core2/VAZTUM_clean.cif,False,True,True,False,False,True,0.591745099117111
YUZPOA_clean,/home/kevin/mof_core2/YUZPOA_clean.cif,True,True,True,False,False,True,0.597863736905973
ja403810k_si_002_clean,/home/kevin/mof_core2/ja403810k_si_002_clean.cif,True,True,True,False,False,True,0.39668957965112495
FARHOX_ion_b,/home/kevin/mof_core2/FARHOX_ion_b.cif,True,True,True,False,False,True,1.6322967363816165
FIJFOU_clean,/home/kevin/mof_core2/FIJFOU_clean.cif,True,True,True,False,False,True,1.412514004545516
DACXOV_clean,/home/kevin/mof_core2/DACXOV_clean.cif,False,True,True,False,False,True,1.4494620244244665
NIMVEL_clean,/home/kevin/mof_core2/NIMVEL_clean.cif,True,True,True,False,False,True,2.1388858493479983
SUSRUV_clean,/home/kevin/mof_core2/SUSRUV_clean.cif,True,True,True,False,False,True,1.1986608019157519
VOBGAW_clean,/home/kevin/mof_core2/VOBGAW_clean.cif,True,True,True,False,False,True,1.9412765013012165
SURHEU01_clean,/home/kevin/mof_core2/SURHEU01_clean.cif,False,True,True,True,False,True,1.6190539396149939
TUMGUD_clean,/home/kevin/mof_core2/TUMGUD_clean.cif,False,False,False,False,False,True,2.0006581237570225
FEQSIF_clean,/home/kevin/mof_core2/FEQSIF_clean.cif,True,True,True,False,False,True,0.7733894312949591
BINMIW_clean,/home/kevin/mof_core2/BINMIW_clean.cif,False,True,True,True,False,True,1.0637111626371012
cm202876r_si_002_clean,/home/kevin/mof_core2/cm202876r_si_002_clean.cif,False,True,True,False,False,True,1.5115043834590687
RAVCUO_clean,/home/kevin/mof_core2/RAVCUO_clean.cif,False,True,True,False,False,True,1.7401242594611248
YOMZIL_clean,/home/kevin/mof_core2/YOMZIL_clean.cif,True,True,True,False,False,True,1.2329074030017944
ODIXIK_clean,/home/kevin/mof_core2/ODIXIK_clean.cif,True,True,True,True,True,True,1.493883773417024
ja076167asi20070815_063752_clean,/home/kevin/mof_core2/ja076167asi20070815_063752_clean.cif,True,True,True,False,True,True,0.8480753743948791
acs.cgd.6b00119_OLISUZ1440339_clean,/home/kevin/mof_core2/acs.cgd.6b00119_OLISUZ1440339_clean.cif,True,True,True,False,False,True,0.9194339777465707
LICSUM_clean,/home/kevin/mof_core2/LICSUM_clean.cif,False,True,True,False,False,True,1.3920813831192043
NIKZAJ02_clean,/home/kevin/mof_core2/NIKZAJ02_clean.cif,False,True,True,False,False,True,1.7663448020274464
WEJSAH_clean,/home/kevin/mof_core2/WEJSAH_clean.cif,False,True,True,False,False,True,1.6184077902578842
c5ce00010f_c5ce00010f2_clean,/home/kevin/mof_core2/c5ce00010f_c5ce00010f2_clean.cif,False,True,True,False,False,True,1.1918135184267817
j.jssc.2015.06.039_mmc5_clean,/home/kevin/mof_core2/j.jssc.2015.06.039_mmc5_clean.cif,True,True,True,False,False,True,1.2450992296153773
IQEKOG_clean,/home/kevin/mof_core2/IQEKOG_clean.cif,False,True,True,False,False,True,0.9947806435707717
DADLIG_clean,/home/kevin/mof_core2/DADLIG_clean.cif,True,True,True,False,False,True,1.0486448991278154
EFAYIU_clean,/home/kevin/mof_core2/EFAYIU_clean.cif,True,True,True,False,False,True,0.433593169756743
TORJUH_clean,/home/kevin/mof_core2/TORJUH_clean.cif,False,True,True,False,False,True,1.1218416582470452
UMODEH21_clean,/home/kevin/mof_core2/UMODEH21_clean.cif,True,True,True,False,False,True,0.5759465406083297
XOPLOE_clean,/home/kevin/mof_core2/XOPLOE_clean.cif,True,True,True,False,False,True,0.991232488832948
ja5063423_si_002_clean,/home/kevin/mof_core2/ja5063423_si_002_clean.cif,False,True,True,False,False,True,0.9951939754826723
UFITEJ_clean,/home/kevin/mof_core2/UFITEJ_clean.cif,False,True,True,False,False,True,1.5023652001879348
CANYIB_clean,/home/kevin/mof_core2/CANYIB_clean.cif,False,True,True,False,False,True,1.0717226570720113
ZIDNEH_clean,/home/kevin/mof_core2/ZIDNEH_clean.cif,True,True,True,False,False,True,0.88567704820976
YOYVEP01_clean,/home/kevin/mof_core2/YOYVEP01_clean.cif,True,True,True,False,False,True,1.8592412732017645
DAWCOV_clean,/home/kevin/mof_core2/DAWCOV_clean.cif,False,True,True,False,False,True,0.9768188169319623
VOGPEO_clean,/home/kevin/mof_core2/VOGPEO_clean.cif,True,True,True,False,False,True,0.7671214191833132
YUFLOC_clean,/home/kevin/mof_core2/YUFLOC_clean.cif,True,True,True,False,False,True,0.9845841850429871
HAFWIW_clean,/home/kevin/mof_core2/HAFWIW_clean.cif,True,True,True,False,False,True,1.3151835090442523
SIYXIH10_clean,/home/kevin/mof_core2/SIYXIH10_clean.cif,False,False,False,False,False,True,1.5516423498018883
ZEDLOL_clean,/home/kevin/mof_core2/ZEDLOL_clean.cif,False,True,True,False,False,True,1.372597315482744
MOCJIY_clean,/home/kevin/mof_core2/MOCJIY_clean.cif,True,True,True,False,False,True,3.201144533126738
AYOYOE_clean,/home/kevin/mof_core2/AYOYOE_clean.cif,True,True,True,False,False,True,1.3681780232112175
DUXSIA_clean,/home/kevin/mof_core2/DUXSIA_clean.cif,True,True,True,False,False,True,1.3941478921213568
UMOBEF08_clean,/home/kevin/mof_core2/UMOBEF08_clean.cif,True,True,True,False,False,True,0.7223653173812059
EDOMAM_clean,/home/kevin/mof_core2/EDOMAM_clean.cif,False,True,True,False,False,True,0.8097952608130111
OQOXAV_clean,/home/kevin/mof_core2/OQOXAV_clean.cif,True,True,True,False,False,True,2.0174964252760557
ZOXGOK_clean,/home/kevin/mof_core2/ZOXGOK_clean.cif,True,True,True,False,False,True,1.3423189610538588
ILANUF_clean,/home/kevin/mof_core2/ILANUF_clean.cif,True,True,True,False,False,True,1.1784397328771123
SIQFED_clean,/home/kevin/mof_core2/SIQFED_clean.cif,False,True,True,False,False,True,2.4534407499887827
MOCHIW_clean,/home/kevin/mof_core2/MOCHIW_clean.cif,True,True,True,False,False,True,2.6311390765727665
YEFPEE_clean,/home/kevin/mof_core2/YEFPEE_clean.cif,False,False,False,False,False,True,1.1615169259774274
ZOFZOL_clean,/home/kevin/mof_core2/ZOFZOL_clean.cif,True,True,True,False,False,True,0.6789701913985654
FALLOT_clean,/home/kevin/mof_core2/FALLOT_clean.cif,True,False,False,False,False,True,1.8409449079335418
YAQZEX_ion_b,/home/kevin/mof_core2/YAQZEX_ion_b.cif,True,True,True,False,False,True,3.079802258775973
ic060030osi20060309_091447_clean,/home/kevin/mof_core2/ic060030osi20060309_091447_clean.cif,True,True,True,False,False,True,1.4585084523867007
QUDJIJ_clean,/home/kevin/mof_core2/QUDJIJ_clean.cif,False,True,True,False,False,True,1.048028682782951
VOLRAQ01_clean,/home/kevin/mof_core2/VOLRAQ01_clean.cif,True,False,False,False,False,True,0.5614059223116433
NAGCAB_clean,/home/kevin/mof_core2/NAGCAB_clean.cif,True,False,False,False,False,True,1.770880441404449
WOWBIV_clean,/home/kevin/mof_core2/WOWBIV_clean.cif,True,True,True,False,False,True,1.7526229676492535
UXEDEH_clean,/home/kevin/mof_core2/UXEDEH_clean.cif,False,True,True,False,False,True,2.522895540212199
MAGVOG_clean,/home/kevin/mof_core2/MAGVOG_clean.cif,True,True,True,False,False,True,1.788705569107763
NASMEB_clean,/home/kevin/mof_core2/NASMEB_clean.cif,True,True,True,False,False,True,1.673337917217965
ZAHLIG_clean,/home/kevin/mof_core2/ZAHLIG_clean.cif,True,True,True,False,False,True,0.5657181730172595
IYUCEM_clean,/home/kevin/mof_core2/IYUCEM_clean.cif,False,True,True,False,False,True,1.0989901437984566
PIGHIX_clean,/home/kevin/mof_core2/PIGHIX_clean.cif,True,True,True,False,False,True,1.25503207199131
ESUSOC_clean,/home/kevin/mof_core2/ESUSOC_clean.cif,False,True,True,False,False,True,1.3644311749138203
LIDSIC_clean,/home/kevin/mof_core2/LIDSIC_clean.cif,False,True,True,False,True,True,0.9954264544172944
c6ce00243a_c6ce00243a2_clean,/home/kevin/mof_core2/c6ce00243a_c6ce00243a2_clean.cif,True,True,True,True,True,True,1.3082958842658665
NIKDIU_clean,/home/kevin/mof_core2/NIKDIU_clean.cif,True,True,True,False,False,True,1.3995443325884385
LOTDIJ_clean,/home/kevin/mof_core2/LOTDIJ_clean.cif,False,True,True,False,False,True,0.9610007208064185
c5dt03185k_c5dt03185k2_clean,/home/kevin/mof_core2/c5dt03185k_c5dt03185k2_clean.cif,True,True,True,False,False,True,0.7694608691807807
KIVSUF_clean,/home/kevin/mof_core2/KIVSUF_clean.cif,True,True,True,False,True,True,1.8804959630834108
CUYHIO_clean,/home/kevin/mof_core2/CUYHIO_clean.cif,False,True,True,False,False,True,1.3133023251153046
MOYNIY_clean,/home/kevin/mof_core2/MOYNIY_clean.cif,True,True,True,False,False,True,1.2621943620944118
ALAMUW_clean,/home/kevin/mof_core2/ALAMUW_clean.cif,True,True,True,False,False,True,0.6499658368652951
ALAHUS_clean,/home/kevin/mof_core2/ALAHUS_clean.cif,True,True,True,False,False,True,1.3660365613367265
REGMUN_clean,/home/kevin/mof_core2/REGMUN_clean.cif,False,True,True,False,False,True,1.2140507640899216
KIVFEC_clean,/home/kevin/mof_core2/KIVFEC_clean.cif,True,True,True,False,False,True,1.470948780819971
LAMHAI_clean,/home/kevin/mof_core2/LAMHAI_clean.cif,True,False,False,False,False,True,1.5679698651457101
BUSTAM_clean,/home/kevin/mof_core2/BUSTAM_clean.cif,True,True,True,False,False,True,1.9687270148094709
HOQMIL_clean,/home/kevin/mof_core2/HOQMIL_clean.cif,False,True,True,False,False,True,1.1342233989423771
CETPIB_clean,/home/kevin/mof_core2/CETPIB_clean.cif,True,True,True,False,False,True,1.1954159564038471
ic300665a_si_002_clean,/home/kevin/mof_core2/ic300665a_si_002_clean.cif,False,True,True,False,False,True,1.068542402133207
VETTOE_clean,/home/kevin/mof_core2/VETTOE_clean.cif,True,True,True,False,False,True,0.9027738676704427
KIHTOL_clean,/home/kevin/mof_core2/KIHTOL_clean.cif,False,True,True,False,False,True,1.8552158130064518
LEPLEZ_clean,/home/kevin/mof_core2/LEPLEZ_clean.cif,True,True,True,False,False,True,2.1563824302333123
GUPNUC_clean,/home/kevin/mof_core2/GUPNUC_clean.cif,False,False,False,False,False,True,1.5691289530382764
BOPHIZ_clean,/home/kevin/mof_core2/BOPHIZ_clean.cif,True,True,True,False,False,True,1.2361736694258216
ROKRIU_clean,/home/kevin/mof_core2/ROKRIU_clean.cif,False,True,True,True,True,True,1.6466370946412179
DAPXEZ_clean,/home/kevin/mof_core2/DAPXEZ_clean.cif,False,True,True,False,False,True,2.245120608372026
LULXOG_clean,/home/kevin/mof_core2/LULXOG_clean.cif,True,True,True,True,False,True,1.700398365840859
ja5b00365_si_002_clean,/home/kevin/mof_core2/ja5b00365_si_002_clean.cif,True,True,True,False,False,True,0.45255564366545226
XACFAJ_clean,/home/kevin/mof_core2/XACFAJ_clean.cif,True,True,True,False,False,True,1.1892975526765501
WAHMUP_clean,/home/kevin/mof_core2/WAHMUP_clean.cif,True,True,True,False,False,True,0.9293112624685462
DEPYED_clean,/home/kevin/mof_core2/DEPYED_clean.cif,True,True,True,False,False,True,1.3105204506864183
AWIBIS_clean,/home/kevin/mof_core2/AWIBIS_clean.cif,True,True,True,False,False,True,1.5609848052216255
UCEGEQ_clean,/home/kevin/mof_core2/UCEGEQ_clean.cif,True,True,True,False,False,True,1.6807565649316556
YOYQOU_clean,/home/kevin/mof_core2/YOYQOU_clean.cif,False,True,True,False,False,True,1.0937741122946374
FOQNUW01_clean,/home/kevin/mof_core2/FOQNUW01_clean.cif,True,True,True,False,False,True,1.3525493668595265
YIVTII_clean,/home/kevin/mof_core2/YIVTII_clean.cif,True,True,True,True,False,True,1.1510100304782132
HOJNOL_clean,/home/kevin/mof_core2/HOJNOL_clean.cif,False,True,True,False,False,True,1.2322825386388332
ROQFUA08_clean,/home/kevin/mof_core2/ROQFUA08_clean.cif,False,False,False,True,False,True,4.009213800647062
cm503311x_alf300K_clean,/home/kevin/mof_core2/cm503311x_alf300K_clean.cif,False,False,False,False,False,True,0.9646218863255774
ENEQOF_clean,/home/kevin/mof_core2/ENEQOF_clean.cif,True,True,True,False,False,True,0.7859956040168776
FOHRUR_clean,/home/kevin/mof_core2/FOHRUR_clean.cif,True,True,True,False,False,True,1.3846643987811706
XACYAB_clean,/home/kevin/mof_core2/XACYAB_clean.cif,False,True,True,True,False,True,1.1211971172629163
ZADQUT_clean,/home/kevin/mof_core2/ZADQUT_clean.cif,False,True,True,True,True,True,1.3236522498289587
ISACIP_clean,/home/kevin/mof_core2/ISACIP_clean.cif,False,True,True,False,False,True,1.7593576830027404
AHUTIH_clean,/home/kevin/mof_core2/AHUTIH_clean.cif,False,True,True,False,False,True,2.0486556858481673
REGMOH_clean,/home/kevin/mof_core2/REGMOH_clean.cif,False,True,True,False,False,True,1.213043955296752
BADHUM_clean,/home/kevin/mof_core2/BADHUM_clean.cif,False,True,True,False,False,True,1.2470317364572447
XIPTAS_clean,/home/kevin/mof_core2/XIPTAS_clean.cif,True,True,True,False,False,True,2.138981274559856
ASINAT_clean,/home/kevin/mof_core2/ASINAT_clean.cif,True,True,True,False,False,True,0.7274298809712814
NEKBEL_clean,/home/kevin/mof_core2/NEKBEL_clean.cif,True,True,True,False,False,True,1.6012358949175167
QESYOD_clean,/home/kevin/mof_core2/QESYOD_clean.cif,True,True,True,False,False,True,1.7004767770356113
HUTZEB_clean,/home/kevin/mof_core2/HUTZEB_clean.cif,True,True,True,False,False,True,1.373610132772183
ZABQIC_ion_b,/home/kevin/mof_core2/ZABQIC_ion_b.cif,True,True,True,False,False,True,0.767373724399457
GIDKOU_clean,/home/kevin/mof_core2/GIDKOU_clean.cif,True,True,True,False,False,True,1.7456434371087295
CODRUJ_clean,/home/kevin/mof_core2/CODRUJ_clean.cif,False,True,True,False,False,True,1.923208007004678
KIYMEM_clean,/home/kevin/mof_core2/KIYMEM_clean.cif,True,True,True,False,False,True,1.4882091161333457
BEPNIV_clean,/home/kevin/mof_core2/BEPNIV_clean.cif,True,True,True,False,False,True,0.8934452664958439
AQUCOG_clean,/home/kevin/mof_core2/AQUCOG_clean.cif,False,True,True,False,False,True,1.1997097411307514
ELELEN_clean,/home/kevin/mof_core2/ELELEN_clean.cif,True,True,True,False,False,True,0.9157612566261473
YIKJOT_clean,/home/kevin/mof_core2/YIKJOT_clean.cif,True,True,True,False,False,True,1.2544349258820173
UDAMET_clean,/home/kevin/mof_core2/UDAMET_clean.cif,True,False,False,False,False,True,1.6473028189890697
ZAXQOG_clean,/home/kevin/mof_core2/ZAXQOG_clean.cif,True,True,True,False,False,True,1.0141851656877676
ICODIP01_clean,/home/kevin/mof_core2/ICODIP01_clean.cif,True,True,True,False,False,True,0.8062695169883624
